constituency_code,constituency_name,region_name,winning_party,eligible_voters,valid_votes,conservative_votes,labour_votes,libdem_votes,conservative_vote_share,labour_vote_share,libdem_vote_share,aged_15_years_and_under,aged_16_to_24_years,aged_25_to_34_years,aged_35_to_49_years,aged_50_years_and_over,eco_not_applicable,eco_active_employed,eco_active_unemployed,eco_inactive,eth_asian,eth_black,eth_mixed,eth_white,eth_other,pop_50plus_40percent,pop_white_90percent
E14001071,Aylesbury,South East,Lab,79169,49940,14451,15081,10440,0.2893672406888266,0.30198237885462553,0.2090508610332399,0.20478878900825842,0.09204852736972886,0.13820982240736682,0.21439011912592268,0.35056274208872323,0.20478878900825842,0.510094642987649,0.022464006431338158,0.2626525615727545,0.1288551487246949,0.0363224439084996,0.03529014105093912,0.7847054739457722,0.014826792370094278,no,no
E14001072,Banbury,South East,Lab,73250,48178,15212,18468,4352,0.31574577608036863,0.38332849018224086,0.0903316866619619,0.18667151791684694,0.08964323643944459,0.13100342209810015,0.19689847775636235,0.39578334578924595,0.18667151791684694,0.5102859615308972,0.020326082681036858,0.282716437871219,0.05429138968650435,0.014829091767297329,0.024072690083782402,0.8970617157691854,0.00974511269323054,no,no
W07000083,Bangor Aberconwy,Wales,Lab,70527,41660,9036,14008,1524,0.2168987037926068,0.33624579932789245,0.03658185309649544,0.1558029133789994,0.128023931327495,0.10803780456082546,0.15789473684210525,0.45024061389057485,0.1558029133789994,0.4356737188936096,0.02866773606173589,0.37985563166565506,0.022804127286915808,0.005581808722795457,0.01262681002341108,0.9523432758172201,0.006643978149657504,yes,yes
E14001073,Barking,London,Lab,79822,36477,4294,16227,1015,0.11771801409107109,0.4448556624722428,0.02782575321435425,0.2645049919292162,0.11612961080887188,0.15621450349733962,0.23677288216655706,0.22637801159801518,0.2645049919292162,0.4318541878400191,0.04258833024451485,0.2610524899862498,0.2806017217672027,0.2167229628743947,0.043208584922580257,0.42284181263824955,0.036624917797572785,no,no
E14001074,Barnsley North,Yorkshire and The Humber,Lab,78274,36894,3083,18610,1336,0.08356372309860682,0.5044180625575975,0.03621185016533854,0.1839712918660287,0.09174162679425837,0.14173205741626793,0.18421052631578946,0.3983444976076555,0.1839712918660287,0.46051674641148327,0.024392344497607656,0.33111961722488037,0.01002880410338855,0.0071962411123551425,0.009167551842601365,0.9677604570378664,0.005846945903788553,no,yes
E14001075,Barnsley South,Yorkshire and The Humber,Lab,75853,35082,3247,16399,1172,0.09255458639758281,0.4674476939741178,0.03340744541360242,0.1875077480570257,0.09359652887045249,0.14251656892194728,0.18189100271778,0.39448815143279453,0.1875077480570257,0.44692700138273017,0.02595718304486721,0.3396080675153769,0.008372669622848425,0.008000762885614838,0.009698183378629667,0.9678729795451294,0.006055404567777619,no,yes
E14001076,Barrow and Furness,North West,Lab,74980,42221,13213,18537,1680,0.312948532720684,0.43904691977925675,0.0397906255181071,0.16508083140877597,0.08933025404157044,0.12296638439825507,0.16844752373620733,0.45417500641519115,0.1650825258663163,0.4632328789620627,0.020826490392511086,0.3508581047791099,0.011947652040030792,0.002956120092378753,0.00810880164228894,0.9737849627918912,0.0032024634334103155,yes,yes
E14001077,Basildon and Billericay,East of England,Con,76873,42124,12905,12885,2292,0.30635742094767826,0.30588263222865825,0.05441078719969614,0.21750753917596344,0.09513237497918632,0.13707424469482526,0.19875672975523118,0.3515291113947938,0.21750753917596344,0.4667073689663466,0.026956023015300364,0.28882906884238957,0.040868809087713454,0.05085012303195131,0.027390797580063273,0.8720837727331594,0.008806497567112543,no,no
E14001078,Basingstoke,South East,Lab,78487,48989,14438,20922,3176,0.29471922268264306,0.42707546592092105,0.06483088040172283,0.19238005216901305,0.09365882919646996,0.15027220591309406,0.218319139847492,0.34536977287393095,0.19238005216901305,0.5287974769829223,0.025157461350395812,0.25366500949766874,0.07685176769971826,0.023911660456239207,0.028619467417976916,0.8559120239934563,0.014705080432609288,no,no
E14001079,Bassetlaw,East Midlands,Lab,78161,44878,12708,18476,1996,0.2831676990953251,0.4116939257542671,0.04447613530014707,0.17604437577374496,0.08745597451080124,0.12525791499121888,0.1783284229517951,0.4329133117724398,0.1760460652591171,0.4660556621880998,0.020489443378119,0.3374088291746641,0.013013185927333448,0.006612157156292585,0.01227423657895242,0.9627454367478552,0.005354983589566419,yes,yes
E14001080,Bath,South West,LD,69662,48130,7659,8665,19883,0.15913151880324122,0.18003324329939746,0.4131103261998753,0.1479402029039282,0.21463095505453408,0.12291408317303468,0.16800601486139455,0.34650874400710846,0.14794164746318791,0.4458754833417959,0.028561106120376517,0.3776217630746397,0.05134214098094931,0.014041460389997169,0.036480456200994035,0.8849147064280204,0.013221236000039058,no,no
E14001081,Battersea,London,Lab,72827,47082,10944,22983,4826,0.2324455205811138,0.4881483369440551,0.10250201775625505,0.15590593118394108,0.105023921248129,0.29477772982304706,0.22161819667765545,0.22267422106722742,0.15590593118394108,0.6049275016299507,0.033691769437735886,0.20547479774837235,0.09092829135253767,0.123609950504596,0.06391243262105253,0.679005316853231,0.042544008668582815,no,no
E14001082,Beaconsfield,South East,Con,72751,47726,18494,7216,13039,0.38750366676444703,0.1511964128567238,0.2732053807149143,0.1878498279364816,0.07949127244081429,0.1052282432936689,0.19822546540072142,0.4292051909283138,0.1878498279364816,0.4867220863219868,0.022554832289895934,0.3028732534516356,0.12999989634835246,0.016066005369155343,0.034681841267866956,0.7958995408232014,0.023352716191423862,yes,no
E14001083,Beckenham and Penge,London,Lab,77198,52222,12848,25753,4436,0.2460265788365057,0.49314465167936883,0.08494504231932902,0.18793280447970134,0.07911339244050397,0.1390853943070462,0.24242650489967335,0.3514419038730751,0.18793280447970134,0.517610825944937,0.029808679421371907,0.26464769015398976,0.06965197345702633,0.10564924822906847,0.06938131725573278,0.7279158539203151,0.027401607137857335,no,no
E14001084,Bedford,East of England,Lab,72478,40659,8912,18342,4025,0.21918886347426153,0.45111783368995795,0.09899407265304115,0.19548769619700634,0.10552352545332194,0.14605423494534675,0.2112743939035702,0.3416601495007548,0.19548947392352112,0.4813440640203701,0.03167371436366116,0.2914927476924476,0.16802619015141182,0.06642113399718091,0.04852453053244214,0.6929750375119356,0.02405310780702951,no,no
E14001085,Bermondsey and Old Southwark,London,Lab,69482,37603,2879,16857,9070,0.07656304018296413,0.44828870036965135,0.24120415924261362,0.14010955682677143,0.14860161069065594,0.27502123013465973,0.21814313310127942,0.2181244692466335,0.14010955682677143,0.5686783191332506,0.046678300469395945,0.24453382357058204,0.13172948609076232,0.18186993159697273,0.06722720443453187,0.5598876435950317,0.059285734282701404,no,no
E14001086,Bethnal Green and Stepney,London,Lab,81439,46647,1920,15896,4777,0.04116020322850344,0.3407721825626514,0.10240744313675049,0.1863782316789346,0.1719722610115737,0.25985183782632365,0.21300482039872823,0.1687928490844398,0.1863738205686516,0.46521663668780966,0.05041181482533371,0.29799772791820506,0.4942330146107482,0.06536968664205245,0.044818391239862414,0.35727697308214207,0.03830193442519486,no,no
E14001087,Beverley and Holderness,Yorkshire and The Humber,Con,71994,44897,15501,15377,3386,0.34525692139786623,0.3424950442123082,0.07541706572822238,0.15172675776230965,0.08461168899366502,0.09376222026077338,0.16320123347820745,0.5066980995050445,0.15172675776230965,0.4550350267588796,0.01977587343441002,0.37346234204440076,0.008893457275652486,0.0024691633893457274,0.008178405434393993,0.9778445656060064,0.0026144082946013584,yes,yes
E14001088,Bexhill and Battle,South East,Con,72198,47750,16186,13529,3473,0.3389738219895288,0.2833298429319372,0.07273298429319372,0.14722418610914723,0.07687214535007687,0.0871068017820871,0.14253330191114252,0.5462635648475462,0.14722418610914723,0.41095736682041095,0.020525423919020524,0.4212930231514213,0.014858207364014858,0.005723327610005723,0.01798920423301799,0.9562894881549563,0.00513977263800514,yes,yes
E14001089,Bexleyheath and Crayford,London,Lab,70297,43461,13603,15717,2204,0.31299325832355446,0.36163456892386275,0.05071213271668853,0.20585224450908648,0.09776714675207525,0.1271804019743977,0.2060650902567325,0.3631351165077081,0.20585224450908648,0.479288081651683,0.02923081601005443,0.2856288578291761,0.1005645480068516,0.10972705066742346,0.033295156238914284,0.7317940869424202,0.0246191581443905,no,no
E14001090,Bicester and Woodstock,South East,LD,74353,50219,14461,8236,19419,0.2879587407156654,0.16400167267368923,0.38668631394492126,0.18516211941478847,0.08434163701067615,0.13582443653618032,0.20858046658758403,0.38609134045077104,0.18516211941478847,0.5319098457888494,0.01851522340846184,0.26441281138790035,0.04877421905891657,0.015450771055753262,0.029497825227362592,0.8937228153420325,0.012554369315935152,no,no
E14001091,Birkenhead,North West,Lab,78091,43134,3238,22468,2292,0.07506839152408773,0.5208883943061158,0.05313673668104048,0.1931331285784704,0.09899328859060402,0.12972547681340765,0.18720850870208167,0.39093959731543626,0.1931331285784704,0.4278144314260797,0.027585030144465932,0.35146740985098396,0.03319683009138134,0.006133166496037614,0.016636332612899558,0.9353789860842529,0.008654684715428658,no,yes
E14001092,Birmingham Edgbaston,West Midlands,Lab,71787,37428,8231,16599,2102,0.2199155712300951,0.4434915036870792,0.05616116276584375,0.19484235398360777,0.14910839548106034,0.15126818282507568,0.1984512294174112,0.306329838292845,0.19484235398360777,0.4085874621575722,0.045835486967437056,0.350734696891383,0.23022963892785941,0.11408107509414457,0.05846193605552684,0.5422635309754117,0.05496381894705752,no,no
E14001093,Birmingham Erdington,West Midlands,Lab,77463,34137,5402,14774,1128,0.15824471980548965,0.4327855406157542,0.033043325424026715,0.21952481884950953,0.10995547230574589,0.14782044330523653,0.19323540526774124,0.32946386027176683,0.21952662235768683,0.40973209224373774,0.044035129517503144,0.32670615588107227,0.1528811554197269,0.13315587979165638,0.05848572977769015,0.6307651862440643,0.024712048766862196,no,no
E14001094,Birmingham Hall Green and Moseley,West Midlands,Lab,76936,41606,3845,12798,4711,0.09241455559294333,0.3075998654040283,0.11322886122193915,0.23759995907858616,0.13113608075158997,0.14723183685996352,0.20828147112482737,0.275750652185033,0.23759995907858616,0.3676703780115603,0.041501133864175005,0.35322852904567853,0.5423792392027145,0.05699159405957476,0.03846612900475711,0.2959897014441849,0.06617333628876877,no,no
E14001095,Birmingham Hodge Hill and Solihull North,West Midlands,Lab,77737,34136,4634,10655,942,0.1357511131942817,0.3121338176704945,0.027595500351535036,0.2593177097813466,0.12873894058580143,0.1385186517735948,0.1877851734345103,0.28563952442474694,0.2593177097813466,0.3574091942368391,0.04448296727558179,0.33879012870623254,0.34096521497375176,0.07871195643285853,0.04887402489083684,0.49663924640620144,0.034809557296351414,no,no
E14001096,Birmingham Ladywood,West Midlands,Lab,83693,36579,2218,15558,1711,0.06063588397714536,0.4253260067251702,0.04677547226550753,0.23019635731500138,0.21162077094280485,0.19239329408820935,0.18957502008349467,0.17621455757048976,0.23019787311098674,0.3459651664307115,0.06711882263852764,0.35671813781977413,0.4078595604019333,0.2370576692610591,0.04929345607311709,0.2232757825978165,0.08251353166607404,no,no
E14001097,Birmingham Northfield,West Midlands,Lab,74048,37652,9540,14929,1791,0.2533729947944332,0.3964995219377457,0.04756719430574737,0.21995955022822578,0.1014305859650425,0.1374642817382269,0.19112517163320591,0.3500204104352989,0.21995955022822578,0.4154080231565666,0.03905815118566074,0.32557427542954687,0.06371766801499239,0.07595465172375404,0.05880988607266115,0.7783241177125468,0.02319367647604557,no,no
E14001098,Birmingham Perry Barr,West Midlands,Other,76350,37476,4227,12796,1302,0.1127921869996798,0.3414451915892838,0.03474223503041947,0.23984310250034876,0.1394352674724896,0.1468780515825148,0.20576384956877805,0.2680797288758688,0.23984703883933334,0.36106711745349207,0.05397953405929707,0.3451063096478775,0.5299195798457246,0.17156573116691284,0.03785491547677663,0.2102658788774003,0.050393894633185624,no,no
E14001099,Birmingham Selly Oak,West Midlands,Lab,75678,38423,5834,17371,2324,0.1518361398120917,0.4520990032012076,0.06048460557478594,0.1798248050817638,0.21251180621145618,0.13041465266588884,0.17651906587403005,0.30072967016686114,0.17981980980953174,0.3952424604387159,0.04160300749094882,0.38333472226080356,0.16392729158371375,0.06167992369875825,0.055762873519579974,0.6886927856435139,0.029937125554434084,no,no
E14001100,Birmingham Yardley,West Midlands,Lab,73203,36144,3634,11275,3634,0.10054227534307215,0.3119466578131917,0.10054227534307215,0.24512844004369427,0.1272331653687586,0.14185665456851898,0.1959283272842595,0.28985341273476867,0.24512844004369427,0.37579724444131224,0.04335952641037387,0.3357147891046196,0.408735332464146,0.06426406850135663,0.04121004968462596,0.44083653405687306,0.04495401529299834,no,no
E14001101,Bishop Auckland,North East,Lab,70745,40427,10364,17036,1373,0.25636332154253344,0.42140153857570434,0.0339624508373117,0.16836789978978392,0.08883254231411049,0.1022473614632772,0.16913724725310447,0.4714149491797239,0.168371548697499,0.42595682891942266,0.024489619002210566,0.3811820033808678,0.007433574617485154,0.003077456547180443,0.007325213471457674,0.9803107797668068,0.0018529755970699145,yes,yes
E14001102,Blackburn,North West,Other,73263,38887,3474,10386,689,0.0893357677372901,0.26708154396070666,0.017718003445881658,0.24375055600035583,0.1237078551730273,0.13547727070545326,0.20194822524686415,0.29511609287429946,0.24374621926484716,0.38268156424581007,0.0313578621499484,0.34221435433939434,0.4747264478249266,0.01095987901432257,0.018299083711413575,0.47824037007383685,0.0177742193755004,no,no
E14001103,Blackley and Middleton South,North West,Lab,72303,31340,3073,16864,1592,0.09805360561582642,0.5380982769623485,0.05079770261646458,0.24391389149750778,0.10591092971176769,0.13775915625225746,0.20457090226107058,0.3078451202773965,0.24391389149750778,0.4003377158130463,0.03755508199089792,0.318193310698548,0.14931734450624864,0.14353825037925305,0.04102253846709528,0.6330184931012064,0.033103373546196635,no,no
E14001104,Blackpool North and Fleetwood,North West,Lab,73339,41810,12097,16744,1318,0.2893326955273858,0.40047835446065533,0.031523558957187274,0.15998989537502895,0.08442624676336231,0.10854051323074332,0.16075826789886954,0.4862850767319959,0.15998989537502895,0.41757362692882555,0.02636675578384523,0.3960697219123003,0.01018883017914658,0.0026524640549017956,0.011241395280298086,0.9727490895311875,0.003168220954466034,yes,yes
E14001105,Blackpool South,North West,Lab,77460,35180,5504,16916,1041,0.1564525298465037,0.4808413871517908,0.029590676520750425,0.18180738195542315,0.097369070356121315,0.13354777983898236,0.18051887525244678,0.4067568925970264,0.1818040591788433,0.4190951375752757,0.03825241476364102,0.36084838848223993,0.030302753383472388,0.005592667391642069,0.01672317210245913,0.9402717743925285,0.0071096327298979245,yes,yes
W07000084,Blaenau Gwent and Rhymney,Wales,Lab,70153,29922,3776,16027,1268,0.126194773076666,0.5356259608314953,0.04237684646748212,0.1789319802116548,0.09455608639922033,0.13403743683725464,0.17663322704689668,0.4158412695049736,0.1789319802116548,0.42170997574126845,0.028220637930486552,0.37113740611659024,0.00884543268466827,0.001758493204377165,0.00783906609180182,0.9794701215055244,0.002086886513628322,yes,yes
E14001106,Blaydon and Consett,North East,Lab,70487,42216,6052,21160,2273,0.1433579685427326,0.501231760469964,0.053842145158233844,0.17293783458975198,0.0852398120834699,0.11800502567464219,0.18804763465530427,0.43576969299683166,0.17294350301004074,0.45941634708883716,0.025773815376883325,0.34186633452423876,0.008074120204966841,0.0020868159122444745,0.008533001190905417,0.9780611185770319,0.0032449441148513555,yes,yes
E14001107,Blyth and Ashington,North East,Lab,76595,40401,6121,20030,1433,0.15150615083785055,0.49577980743050915,0.0354694190737853,0.181208450288078,0.09288422711380312,0.12439060422514404,0.1761461564977594,0.42537056187521544,0.18121023499517402,0.4301613252703528,0.031093032875686964,0.3575354068587862,0.011424744420588178,0.0021667618728701717,0.00741623495577836,0.9748163176866862,0.004175941064077058,yes,yes
E14001108,Bognor Regis and Littlehampton,South East,Con,76854,47827,15678,13913,5081,0.32780646914922534,0.29090262822255214,0.10623706274698393,0.15812776132786593,0.08481304701146097,0.11474047020801614,0.16777664652201124,0.4745420749306457,0.15812776132786593,0.4424009191193641,0.023697213685911506,0.37577410586685844,0.017467330487497313,0.005968782984765125,0.015571144343667392,0.95496791428865,0.006024827895420197,yes,yes
E14001109,Bolsover,East Midlands,Lab,77207,42434,10874,17197,1478,0.25625677522741197,0.40526464627421405,0.0348305603996795,0.1733174924872458,0.08758723281051885,0.1323243113724629,0.17818955103181813,0.4285814122979543,0.17332095326524297,0.4711214943940256,0.01918910554008047,0.336368446800651,0.008845758329090165,0.004832220125597787,0.009624504547678239,0.9738321302702648,0.002865386727368936,yes,yes
E14001110,Bolton North East,North West,Lab,80011,43359,9513,16166,1507,0.21940081643949352,0.3728407020457114,0.03475633663137988,0.20855352095366844,0.10293368914482347,0.12693340824101546,0.19316525922154532,0.36841412243894733,0.2085553517034332,0.4173564963964992,0.033603413011227476,0.3404847388888401,0.16771565761637655,0.038202582536714685,0.023130469895276468,0.7550979204522512,0.01585336949938114,no,no
E14001111,Bolton South and Walkden,North West,Lab,79622,36930,4170,15093,1384,0.11291632818846466,0.4086921202274574,0.03747630652585973,0.24383175754435954,0.11506767258127186,0.14645123688641368,0.19373300090661832,0.3009163320813366,0.24383175754435954,0.39929251392306697,0.035503820748607695,0.3213719077839658,0.2433622587747701,0.061714803781893535,0.02393634244268877,0.6459412640849631,0.025045330915684498,no,no
E14001112,Bolton West,North West,Lab,74933,44598,12418,17363,1966,0.27844297950580743,0.3893223911386161,0.04408269429122382,0.19172687493639973,0.09023099623486314,0.11886638852142058,0.19327363386587973,0.40590210644143687,0.19172687493639973,0.4670804925206065,0.022712933753943218,0.3184796987890506,0.11934466266408873,0.01702452426986873,0.02171568128625216,0.8306706014042943,0.011244530375496083,yes,no
E14001113,Bootle,North West,Lab,73037,38880,1674,26729,1301,0.043055555555555555,0.687474279835391,0.0334619341563786,0.18655803677108815,0.09745127436281859,0.13959796417580683,0.1886490965043794,0.387743628185907,0.18656355727404544,0.4459020921079887,0.03283652755447273,0.33469782306349316,0.015781894221853977,0.006845396618729163,0.014450296896885048,0.9536801404588586,0.009242271803673235,no,yes
E14001114,Boston and Skegness,East Midlands,Other,75811,40455,13510,7629,1375,0.3339513039179335,0.1885799035965888,0.03398838215300952,0.16783000111886667,0.08732324058215493,0.11415882742772551,0.1722280078148534,0.4584599230563995,0.16783000111886667,0.4342579762283865,0.026345006842300046,0.37156701581044677,0.016421237445241026,0.004897109070409928,0.013219612534533656,0.9573374874129665,0.00812455353684881,yes,yes
E14001115,Bournemouth East,South West,Lab,72354,44910,12837,18316,3082,0.28583834335337344,0.40783789801825876,0.06862614117123135,0.17476154853188705,0.104759678324294,0.13387881054797082,0.2193098933981672,0.3672900691976809,0.1747648169967645,0.4845704987936935,0.030335334492883725,0.31032934971665826,0.04504479230956255,0.015186369672146477,0.03660064710392938,0.8806317679403018,0.022536422974059736,no,no
E14001116,Bournemouth West,South West,Lab,70259,39418,11141,14365,4311,0.28263737378862447,0.36442741894565933,0.10936627936475722,0.14848770296863487,0.1742755616903405,0.14424413128025293,0.18446013374245718,0.3485324703183145,0.14848770296863487,0.4591544566829259,0.03712892064054616,0.35522891970789305,0.04228649238488729,0.015239551953441956,0.037315451264211305,0.8849199317297918,0.020238572667667716,no,no
E14001117,Bracknell,South East,Lab,71660,43837,13999,14783,4768,0.3193421082647079,0.33722654378721173,0.10876656705522732,0.1997366843847945,0.0986745792354022,0.14393931950598846,0.22085105964884702,0.3367983572249678,0.1997366843847945,0.535120211438509,0.024749702787411943,0.24039340138928464,0.07369889662897061,0.025751874158716433,0.030654653710490375,0.8566108922272767,0.01328368327454583,no,no
E14001118,Bradford East,Yorkshire and The Humber,Lab,75164,37216,3450,14098,1910,0.09270206362854685,0.37881556319862425,0.05132201203783319,0.26214367352427054,0.13065584240957376,0.14017749092375958,0.20285397337636143,0.2641690197660347,0.26214367352427054,0.3675457173591502,0.03868327282506387,0.3316273362915154,0.45660212451257226,0.027371588005916363,0.03212821029985209,0.4570391286809197,0.026858948500739544,no,no
E14001119,Bradford South,Yorkshire and The Humber,Lab,70999,33042,4853,11833,954,0.14687367592760728,0.3581199685249077,0.028872344289086617,0.23631271622338965,0.10874778056414856,0.1350423752082151,0.19576797056616208,0.3241291574380846,0.23631271622338965,0.41671395361607877,0.03285680291409639,0.3141165272464352,0.220268711903498,0.024628873716388132,0.03449506690340649,0.7040325090150281,0.016574838461679266,no,no
E14001120,Bradford West,Yorkshire and The Humber,Lab,77897,37081,3055,11724,756,0.08238720638601979,0.31617270300153716,0.02038779968177773,0.253380577644102,0.15130814552346422,0.15120926208232047,0.2035103621606032,0.24059165258951012,0.253380577644102,0.3490503069506819,0.043928968728111736,0.35364014667710436,0.6100613901363767,0.03125540768818755,0.028527872769972394,0.29531539697581477,0.03483993242964855,no,no
E14001121,Braintree,East of England,Con,77673,49028,17414,13744,2879,0.3551847923635474,0.2803296075711838,0.05872154687117565,0.18403034522494838,0.09175589379171269,0.11518701685312335,0.18862054064435588,0.4204062034858597,0.18403034522494838,0.4921400105632112,0.022557257406251502,0.3012723868055889,0.016238536515100592,0.011245018485619629,0.018283958323330293,0.9494790416286552,0.004753445047294378,yes,yes
W07000085,"Brecon, Radnor and Cwm Tawe",Wales,LD,73114,46548,12264,9904,13736,0.2634699664862078,0.21276961416172552,0.2950932370885967,0.15664718534773067,0.07990961826753862,0.10283094705281683,0.1603189432289743,0.5002933061029395,0.15664718534773067,0.44969257175136335,0.017804766767332218,0.3758554761335738,0.011373758880657005,0.002129185043561388,0.009320616160079953,0.9741999261303148,0.002976513785386838,yes,yes
E14001122,Brent East,London,Lab,77547,37802,6323,19370,2635,0.16726628220729062,0.5124067509655573,0.06970530659753452,0.2003568507917627,0.1198944316407702,0.16748940599211953,0.221857110995465,0.29040220057988253,0.2003568507917627,0.45189205263549176,0.0463311277971898,0.3014199687755557,0.22268232845141625,0.2165043491190246,0.06025574306742993,0.379867667831388,0.12068991153074121,no,no
E14001123,Brent West,London,Lab,80027,41376,13465,17258,3013,0.3254302010827533,0.4171017014694509,0.07281999226604795,0.18178213673870922,0.12997583619483657,0.17875230977549356,0.22149905364663988,0.28799066364432074,0.18178213673870922,0.48247563046584524,0.041272976187804386,0.29446925660764117,0.5009613154685758,0.12399847386493705,0.03350016084266595,0.25596427048499676,0.08557577933882443,no,no
E14001124,Brentford and Isleworth,London,Lab,79423,45254,10183,20007,3863,0.22501878287002253,0.4421045653422902,0.08536261987890573,0.2044015629976617,0.09746983927225834,0.1605413005818515,0.2534821754565864,0.284105121691642,0.20440473878422996,0.4920100990483589,0.04027966595455428,0.26330549621285687,0.3529745350589624,0.07087923185681215,0.05030063856563553,0.45447695104330127,0.0713686434752886,no,no
E14001125,Brentwood and Ongar,East of England,Con,75352,48332,17731,11082,5809,0.36685839609368537,0.2292890838367955,0.12018952246958536,0.183452577508714,0.08761898938013413,0.12292341874069998,0.19081106422878574,0.41519395014166616,0.183452577508714,0.4869340997574349,0.02062822315986873,0.30898509957398235,0.04510895044742045,0.01949693226523166,0.029128192584439144,0.8959416213131128,0.01032430338979596,yes,no
W07000086,Bridgend,Wales,Lab,73168,41374,6764,16516,1446,0.1634843138202736,0.39918789577995845,0.034949485183931935,0.17279106220478238,0.08823127176325783,0.12952228662802318,0.18709826735537624,0.42235711204856036,0.17279469780653306,0.4510441323444322,0.022418599758034823,0.35374257009099996,0.018473320989732367,0.003734640632890086,0.013581467766369298,0.9608125736408012,0.0033979969702070357,yes,yes
